session_key,circuit_short_name,driver_number,compound,current_tyre_age,lap_duration
9472,Sakhir,1,SOFT,8,97.092
9472,Sakhir,1,SOFT,6,96.647
9472,Sakhir,1,SOFT,13,97.085
9472,Sakhir,1,SOFT,15,97.03
9472,Sakhir,1,SOFT,16,97.028
9472,Sakhir,1,SOFT,4,96.296
9472,Sakhir,1,SOFT,7,97.173
9472,Sakhir,1,SOFT,10,97.024
9472,Sakhir,1,SOFT,17,97.011
9472,Sakhir,1,SOFT,5,96.753
9472,Sakhir,1,SOFT,14,97.045
9472,Sakhir,1,SOFT,9,97.038
9472,Sakhir,1,SOFT,18,97.168
9472,Sakhir,1,SOFT,12,96.96
9472,Sakhir,1,SOFT,11,97.229
9472,Sakhir,1,SOFT,19,99.896
9472,Sakhir,1,HARD,13,95.679
9472,Sakhir,1,HARD,17,96.018
9472,Sakhir,1,HARD,14,95.886
9472,Sakhir,1,HARD,3,95.316
9472,Sakhir,1,HARD,9,95.581
9472,Sakhir,1,HARD,1,95.283
9472,Sakhir,1,HARD,2,95.16
9472,Sakhir,1,HARD,11,95.793
9472,Sakhir,1,HARD,12,95.771
9472,Sakhir,1,HARD,16,96.133
9472,Sakhir,1,HARD,7,95.342
9472,Sakhir,1,HARD,6,95.289
9472,Sakhir,1,HARD,10,95.477
9472,Sakhir,1,HARD,15,95.863
9472,Sakhir,1,HARD,5,95.216
9472,Sakhir,1,HARD,8,95.223
9472,Sakhir,1,HARD,19,99.234
9472,Sakhir,1,HARD,18,96.205
9472,Sakhir,1,HARD,4,95.204
9472,Sakhir,1,SOFT,5,94.151
9472,Sakhir,1,SOFT,10,94.35
9472,Sakhir,1,SOFT,16,95.334
9472,Sakhir,1,SOFT,3,95.29
9472,Sakhir,1,SOFT,1,92.608
9472,Sakhir,1,SOFT,11,94.403
9472,Sakhir,1,SOFT,18,94.671
9472,Sakhir,1,SOFT,9,94.239
9472,Sakhir,1,SOFT,7,94.249
9472,Sakhir,1,SOFT,6,94.531
9472,Sakhir,1,SOFT,8,94.193
9472,Sakhir,1,SOFT,13,94.34
9472,Sakhir,1,SOFT,14,94.906
9472,Sakhir,1,SOFT,2,96.589
9472,Sakhir,1,SOFT,19,94.923
9472,Sakhir,1,SOFT,17,95.184
9472,Sakhir,1,SOFT,4,94.667
9472,Sakhir,1,SOFT,15,95.6
9472,Sakhir,1,SOFT,12,94.783
9472,Sakhir,2,SOFT,10,95.972
9472,Sakhir,2,SOFT,2,95.001
9472,Sakhir,2,SOFT,4,95.333
9472,Sakhir,2,SOFT,3,95.13
9472,Sakhir,2,SOFT,13,99.614
9472,Sakhir,2,SOFT,5,95.939
9472,Sakhir,2,SOFT,14,96.209
9472,Sakhir,2,SOFT,6,96.729
9472,Sakhir,2,SOFT,12,96.088
9472,Sakhir,2,SOFT,7,95.688
9472,Sakhir,2,SOFT,8,95.59
9472,Sakhir,2,SOFT,11,95.987
9472,Sakhir,2,SOFT,1,94.735
9472,Sakhir,2,SOFT,9,95.66
9472,Sakhir,2,HARD,12,97.621
9472,Sakhir,2,HARD,11,97.728
9472,Sakhir,2,HARD,16,98.288
9472,Sakhir,2,HARD,10,98.009
9472,Sakhir,2,HARD,9,97.82
9472,Sakhir,2,HARD,8,97.742
9472,Sakhir,2,HARD,7,98.077
9472,Sakhir,2,HARD,6,99.758
9472,Sakhir,2,HARD,5,101.37
9472,Sakhir,2,HARD,17,100.535
9472,Sakhir,2,HARD,4,97.594
9472,Sakhir,2,HARD,14,99.093
9472,Sakhir,2,HARD,13,99.437
9472,Sakhir,2,HARD,3,101.47
9472,Sakhir,2,HARD,2,100.989
9472,Sakhir,2,HARD,15,97.859
9472,Sakhir,2,HARD,1,98.493
9472,Sakhir,2,SOFT,8,99.366
9472,Sakhir,2,SOFT,1,98.481
9472,Sakhir,2,SOFT,2,98.707
9472,Sakhir,2,SOFT,3,98.39
9472,Sakhir,2,SOFT,4,98.757
9472,Sakhir,2,SOFT,5,98.582
9472,Sakhir,2,SOFT,6,99.464
9472,Sakhir,2,SOFT,7,99.58
9472,Sakhir,2,HARD,8,96.785
9472,Sakhir,2,HARD,4,97.433
9472,Sakhir,2,HARD,9,96.732
9472,Sakhir,2,HARD,6,96.859
9472,Sakhir,2,HARD,1,95.715
9472,Sakhir,2,HARD,2,96.713
9472,Sakhir,2,HARD,5,96.475
9472,Sakhir,2,HARD,10,97.016
9472,Sakhir,2,HARD,7,96.462
9472,Sakhir,2,HARD,11,99.817
9472,Sakhir,2,HARD,3,96.563
9472,Sakhir,3,SOFT,1,95.163
9472,Sakhir,3,SOFT,18,96.661
9472,Sakhir,3,SOFT,15,97.103
9472,Sakhir,3,SOFT,7,95.56
9472,Sakhir,3,SOFT,16,97.529
9472,Sakhir,3,SOFT,2,95.46
9472,Sakhir,3,SOFT,9,95.57
9472,Sakhir,3,SOFT,14,96.609
9472,Sakhir,3,SOFT,17,96.745
9472,Sakhir,3,SOFT,8,95.49
9472,Sakhir,3,SOFT,4,95.578
9472,Sakhir,3,SOFT,12,96.236
9472,Sakhir,3,SOFT,3,95.475
9472,Sakhir,3,SOFT,10,95.507
9472,Sakhir,3,SOFT,19,97.375
9472,Sakhir,3,SOFT,20,97.662
9472,Sakhir,3,SOFT,13,96.442
9472,Sakhir,3,SOFT,11,95.831
9472,Sakhir,3,SOFT,5,95.644
9472,Sakhir,3,SOFT,6,95.338
9472,Sakhir,3,SOFT,14,98.893
9472,Sakhir,3,SOFT,12,98.782
9472,Sakhir,3,SOFT,8,98.689
9472,Sakhir,3,SOFT,4,99.509
9472,Sakhir,3,SOFT,13,99.033
9472,Sakhir,3,SOFT,9,99.193
9472,Sakhir,3,SOFT,10,99.529
9472,Sakhir,3,SOFT,11,99.338
9472,Sakhir,3,SOFT,6,98.61
9472,Sakhir,3,SOFT,7,98.704
9472,Sakhir,3,SOFT,15,102.173
9472,Sakhir,3,SOFT,5,98.76
9472,Sakhir,3,HARD,18,98.025
9472,Sakhir,3,HARD,12,98.029
9472,Sakhir,3,HARD,1,97.07
9472,Sakhir,3,HARD,8,97.75
9472,Sakhir,3,HARD,19,98.15
9472,Sakhir,3,HARD,21,100.595
9472,Sakhir,3,HARD,14,98.045
9472,Sakhir,3,HARD,5,98.35
9472,Sakhir,3,HARD,17,98.154
9472,Sakhir,3,HARD,9,97.772
9472,Sakhir,3,HARD,4,97.7
9472,Sakhir,3,HARD,13,98.152
9472,Sakhir,3,HARD,20,98.246
9472,Sakhir,3,HARD,6,97.865
9472,Sakhir,3,HARD,11,97.973
9472,Sakhir,3,HARD,3,97.29
9472,Sakhir,3,HARD,7,97.392
9472,Sakhir,3,HARD,16,97.978
9472,Sakhir,3,HARD,10,97.766
9472,Sakhir,3,HARD,15,97.96
9472,Sakhir,3,HARD,2,97.176
9472,Sakhir,4,HARD,11,95.338
9472,Sakhir,4,HARD,22,95.976
9472,Sakhir,4,HARD,2,95.69
9472,Sakhir,4,HARD,21,96.223
9472,Sakhir,4,HARD,7,95.069
9472,Sakhir,4,HARD,6,95.276
9472,Sakhir,4,HARD,20,95.934
9472,Sakhir,4,HARD,1,94.476
9472,Sakhir,4,HARD,4,95.149
9472,Sakhir,4,HARD,19,95.782
9472,Sakhir,4,HARD,18,95.922
9472,Sakhir,4,HARD,8,95.165
9472,Sakhir,4,HARD,17,96.038
9472,Sakhir,4,HARD,16,95.657
9472,Sakhir,4,HARD,15,95.674
9472,Sakhir,4,HARD,3,95.067
9472,Sakhir,4,HARD,9,95.295
9472,Sakhir,4,HARD,14,95.717
9472,Sakhir,4,HARD,5,94.88
9472,Sakhir,4,HARD,13,95.485
9472,Sakhir,4,HARD,23,96.582
9472,Sakhir,4,HARD,12,95.371
9472,Sakhir,4,HARD,10,95.346
9472,Sakhir,4,HARD,15,97.041
9472,Sakhir,4,HARD,13,96.726
9472,Sakhir,4,HARD,14,97.018
9472,Sakhir,4,HARD,19,99.626
9472,Sakhir,4,HARD,1,96.912
9472,Sakhir,4,HARD,2,96.565
9472,Sakhir,4,HARD,18,97.171
9472,Sakhir,4,HARD,3,96.776
9472,Sakhir,4,HARD,4,96.508
9472,Sakhir,4,HARD,5,96.416
9472,Sakhir,4,HARD,6,96.501
9472,Sakhir,4,HARD,17,97.083
9472,Sakhir,4,HARD,7,96.62
9472,Sakhir,4,HARD,8,96.668
9472,Sakhir,4,HARD,16,96.986
9472,Sakhir,4,HARD,9,96.696
9472,Sakhir,4,HARD,10,96.823
9472,Sakhir,4,HARD,11,96.73
9472,Sakhir,4,HARD,12,96.566
9472,Sakhir,4,SOFT,4,98.01
9472,Sakhir,4,SOFT,5,97.787
9472,Sakhir,4,SOFT,6,97.45
9472,Sakhir,4,SOFT,7,97.794
9472,Sakhir,4,SOFT,8,97.896
9472,Sakhir,4,SOFT,9,97.86
9472,Sakhir,4,SOFT,10,98.134
9472,Sakhir,4,SOFT,11,98.064
9472,Sakhir,4,SOFT,12,97.936
9472,Sakhir,4,SOFT,13,98.172
9472,Sakhir,4,SOFT,14,98.082
9472,Sakhir,4,SOFT,15,100.635
9472,Sakhir,10,HARD,6,96.802
9472,Sakhir,10,HARD,10,96.631
9472,Sakhir,10,HARD,3,96.313
9472,Sakhir,10,HARD,7,96.537
9472,Sakhir,10,HARD,9,96.571
9472,Sakhir,10,HARD,1,96.112
9472,Sakhir,10,HARD,11,99.291
9472,Sakhir,10,HARD,4,96.45
9472,Sakhir,10,HARD,8,96.742
9472,Sakhir,10,HARD,2,96.622
9472,Sakhir,10,HARD,5,96.629
9472,Sakhir,10,SOFT,10,95.853
9472,Sakhir,10,SOFT,8,95.511
9472,Sakhir,10,SOFT,5,95.511
9472,Sakhir,10,SOFT,1,94.805
9472,Sakhir,10,SOFT,12,96.086
9472,Sakhir,10,SOFT,2,95.293
9472,Sakhir,10,SOFT,11,95.908
9472,Sakhir,10,SOFT,3,95.341
9472,Sakhir,10,SOFT,9,95.389
9472,Sakhir,10,SOFT,4,95.411
9472,Sakhir,10,SOFT,7,95.334
9472,Sakhir,10,SOFT,6,95.228
9472,Sakhir,10,SOFT,9,98.929
9472,Sakhir,10,SOFT,5,99.099
9472,Sakhir,10,SOFT,8,99.452
9472,Sakhir,10,SOFT,7,99.287
9472,Sakhir,10,SOFT,1,99.059
9472,Sakhir,10,SOFT,2,98.744
9472,Sakhir,10,SOFT,3,98.503
9472,Sakhir,10,SOFT,11,101.456
9472,Sakhir,10,SOFT,4,98.664
9472,Sakhir,10,SOFT,10,98.656
9472,Sakhir,10,SOFT,6,99.078
9472,Sakhir,10,HARD,11,98.192
9472,Sakhir,10,HARD,3,97.521
9472,Sakhir,10,HARD,2,97.492
9472,Sakhir,10,HARD,16,98.55
9472,Sakhir,10,HARD,15,98.615
9472,Sakhir,10,HARD,14,98.4
9472,Sakhir,10,HARD,10,98.104
9472,Sakhir,10,HARD,9,97.868
9472,Sakhir,10,HARD,8,98.094
9472,Sakhir,10,HARD,17,98.832
9472,Sakhir,10,HARD,12,98.16
9472,Sakhir,10,HARD,7,98.036
9472,Sakhir,10,HARD,6,97.702
9472,Sakhir,10,HARD,13,98.379
9472,Sakhir,10,HARD,5,97.791
9472,Sakhir,10,HARD,18,100.432
9472,Sakhir,10,HARD,1,97.689
9472,Sakhir,10,HARD,4,97.949
9472,Sakhir,11,SOFT,11,97.596
9472,Sakhir,11,SOFT,10,97.838
9472,Sakhir,11,SOFT,9,97.821
9472,Sakhir,11,SOFT,4,96.541
9472,Sakhir,11,SOFT,8,97.823
9472,Sakhir,11,SOFT,7,98.044
9472,Sakhir,11,SOFT,6,97.722
9472,Sakhir,11,SOFT,5,97.297
9472,Sakhir,11,SOFT,13,97.836
9472,Sakhir,11,SOFT,12,97.63
9472,Sakhir,11,SOFT,14,100.277
9472,Sakhir,11,SOFT,7,94.799
9472,Sakhir,11,SOFT,15,95.183
9472,Sakhir,11,SOFT,17,95.459
9472,Sakhir,11,SOFT,14,94.94
9472,Sakhir,11,SOFT,9,94.844
9472,Sakhir,11,SOFT,13,95.082
9472,Sakhir,11,SOFT,18,95.611
9472,Sakhir,11,SOFT,1,94.804
9472,Sakhir,11,SOFT,6,94.797
9472,Sakhir,11,SOFT,2,94.607
9472,Sakhir,11,SOFT,12,94.966
9472,Sakhir,11,SOFT,4,94.4
9472,Sakhir,11,SOFT,11,94.885
9472,Sakhir,11,SOFT,19,95.568
9472,Sakhir,11,SOFT,20,95.746
9472,Sakhir,11,SOFT,10,94.73
9472,Sakhir,11,SOFT,8,94.592
9472,Sakhir,11,SOFT,3,94.364
9472,Sakhir,11,SOFT,16,95.842
9472,Sakhir,11,SOFT,5,94.525
9472,Sakhir,11,HARD,21,96.378
9472,Sakhir,11,HARD,22,96.776
9472,Sakhir,11,HARD,12,96.344
9472,Sakhir,11,HARD,1,95.606
9472,Sakhir,11,HARD,20,96.564
9472,Sakhir,11,HARD,2,96.815
9472,Sakhir,11,HARD,3,95.783
9472,Sakhir,11,HARD,23,99.365
9472,Sakhir,11,HARD,4,96.454
9472,Sakhir,11,HARD,19,96.276
9472,Sakhir,11,HARD,5,96.311
9472,Sakhir,11,HARD,14,96.233
9472,Sakhir,11,HARD,6,96.038
9472,Sakhir,11,HARD,7,96.278
9472,Sakhir,11,HARD,16,96.437
9472,Sakhir,11,HARD,18,96.339
9472,Sakhir,11,HARD,8,96.165
9472,Sakhir,11,HARD,9,96.037
9472,Sakhir,11,HARD,13,96.347
9472,Sakhir,11,HARD,10,96.249
9472,Sakhir,11,HARD,15,96.226
9472,Sakhir,11,HARD,17,96.313
9472,Sakhir,11,HARD,11,96.211
9472,Sakhir,14,HARD,13,95.066
9472,Sakhir,14,HARD,4,95.126
9472,Sakhir,14,HARD,7,94.571
9472,Sakhir,14,HARD,10,94.862
9472,Sakhir,14,HARD,11,95.249
9472,Sakhir,14,HARD,15,95.276
9472,Sakhir,14,HARD,14,95.014
9472,Sakhir,14,HARD,5,95.225
9472,Sakhir,14,HARD,8,94.677
9472,Sakhir,14,HARD,9,94.916
9472,Sakhir,14,HARD,3,94.872
9472,Sakhir,14,HARD,6,94.199
9472,Sakhir,14,HARD,1,95.107
9472,Sakhir,14,HARD,12,95.745
9472,Sakhir,14,HARD,2,94.981
9472,Sakhir,14,SOFT,16,98.612
9472,Sakhir,14,SOFT,6,97.776
9472,Sakhir,14,SOFT,9,98.008
9472,Sakhir,14,SOFT,13,98.554
9472,Sakhir,14,SOFT,14,98.543
9472,Sakhir,14,SOFT,5,99.046
9472,Sakhir,14,SOFT,10,98.103
9472,Sakhir,14,SOFT,7,99.292
9472,Sakhir,14,SOFT,12,99.325
9472,Sakhir,14,SOFT,8,98.053
9472,Sakhir,14,SOFT,11,98.896
9472,Sakhir,14,SOFT,4,98.02
9472,Sakhir,14,SOFT,15,98.587
9472,Sakhir,14,SOFT,17,101.101
9472,Sakhir,14,HARD,19,97.273
9472,Sakhir,14,HARD,18,97.601
9472,Sakhir,14,HARD,7,97.265
9472,Sakhir,14,HARD,20,98.343
9472,Sakhir,14,HARD,11,96.945
9472,Sakhir,14,HARD,12,97.256
9472,Sakhir,14,HARD,5,97.342
9472,Sakhir,14,HARD,14,96.982
9472,Sakhir,14,HARD,17,97.202
9472,Sakhir,14,HARD,6,97.122
9472,Sakhir,14,HARD,24,98.061
9472,Sakhir,14,HARD,23,97.946
9472,Sakhir,14,HARD,8,97.046
9472,Sakhir,14,HARD,3,97.072
9472,Sakhir,14,HARD,2,97.361
9472,Sakhir,14,HARD,1,96.97
9472,Sakhir,14,HARD,15,96.957
9472,Sakhir,14,HARD,13,97.104
9472,Sakhir,14,HARD,25,100.261
9472,Sakhir,14,HARD,16,97.056
9472,Sakhir,14,HARD,9,97.179
9472,Sakhir,14,HARD,22,97.297
9472,Sakhir,14,HARD,21,96.799
9472,Sakhir,14,HARD,10,97.638
9472,Sakhir,14,HARD,4,97.357
9472,Sakhir,16,HARD,20,95.785
9472,Sakhir,16,HARD,19,95.265
9472,Sakhir,16,HARD,6,95.028
9472,Sakhir,16,HARD,5,94.859
9472,Sakhir,16,HARD,1,94.09
9472,Sakhir,16,HARD,14,95.302
9472,Sakhir,16,HARD,16,95.418
9472,Sakhir,16,HARD,8,95.192
9472,Sakhir,16,HARD,18,95.48
9472,Sakhir,16,HARD,17,95.394
9472,Sakhir,16,HARD,4,95.087
9472,Sakhir,16,HARD,11,95.058
9472,Sakhir,16,HARD,13,95.308
9472,Sakhir,16,HARD,21,95.924
9472,Sakhir,16,HARD,2,94.897
9472,Sakhir,16,HARD,9,95.051
9472,Sakhir,16,HARD,10,95.22
9472,Sakhir,16,HARD,12,95.057
9472,Sakhir,16,HARD,7,94.982
9472,Sakhir,16,HARD,22,96.324
9472,Sakhir,16,HARD,15,95.383
9472,Sakhir,16,HARD,3,94.783
9472,Sakhir,16,SOFT,10,98.136
9472,Sakhir,16,SOFT,7,98.131
9472,Sakhir,16,SOFT,13,101.737
9472,Sakhir,16,SOFT,12,97.884
9472,Sakhir,16,SOFT,6,97.752
9472,Sakhir,16,SOFT,5,98.062
9472,Sakhir,16,SOFT,4,96.862
9472,Sakhir,16,SOFT,9,98.957
9472,Sakhir,16,SOFT,11,97.844
9472,Sakhir,16,SOFT,8,97.782
9472,Sakhir,16,HARD,6,97.438
9472,Sakhir,16,HARD,7,96.821
9472,Sakhir,16,HARD,13,96.76
9472,Sakhir,16,HARD,2,96.756
9472,Sakhir,16,HARD,21,96.741
9472,Sakhir,16,HARD,8,96.794
9472,Sakhir,16,HARD,19,97.031
9472,Sakhir,16,HARD,17,96.963
9472,Sakhir,16,HARD,9,96.977
9472,Sakhir,16,HARD,10,96.796
9472,Sakhir,16,HARD,1,96.432
9472,Sakhir,16,HARD,11,96.987
9472,Sakhir,16,HARD,14,96.81
9472,Sakhir,16,HARD,22,99.614
9472,Sakhir,16,HARD,18,97.158
9472,Sakhir,16,HARD,16,96.907
9472,Sakhir,16,HARD,12,96.924
9472,Sakhir,16,HARD,4,96.673
9472,Sakhir,16,HARD,15,96.831
9472,Sakhir,16,HARD,3,96.813
9472,Sakhir,16,HARD,5,97.302
9472,Sakhir,16,HARD,20,96.941
9472,Sakhir,18,HARD,14,98.138
9472,Sakhir,18,HARD,1,96.494
9472,Sakhir,18,HARD,4,97.624
9472,Sakhir,18,HARD,10,97.859
9472,Sakhir,18,HARD,8,97.417
9472,Sakhir,18,HARD,17,100.71
9472,Sakhir,18,HARD,2,97.175
9472,Sakhir,18,HARD,5,97.533
9472,Sakhir,18,HARD,9,97.554
9472,Sakhir,18,HARD,3,97.289
9472,Sakhir,18,HARD,12,98.175
9472,Sakhir,18,HARD,6,98.027
9472,Sakhir,18,HARD,11,98.022
9472,Sakhir,18,HARD,16,98.133
9472,Sakhir,18,HARD,15,97.994
9472,Sakhir,18,HARD,7,98.777
9472,Sakhir,18,HARD,13,97.826
9472,Sakhir,18,HARD,24,96.934
9472,Sakhir,18,HARD,20,97.325
9472,Sakhir,18,HARD,11,96.353
9472,Sakhir,18,HARD,17,96.243
9472,Sakhir,18,HARD,5,96.349
9472,Sakhir,18,HARD,25,96.64
9472,Sakhir,18,HARD,12,96.485
9472,Sakhir,18,HARD,1,95.854
9472,Sakhir,18,HARD,9,95.987
9472,Sakhir,18,HARD,15,96.304
9472,Sakhir,18,HARD,6,96.332
9472,Sakhir,18,HARD,4,95.821
9472,Sakhir,18,HARD,29,97.335
9472,Sakhir,18,HARD,22,96.541
9472,Sakhir,18,HARD,18,96.379
9472,Sakhir,18,HARD,13,96.322
9472,Sakhir,18,HARD,14,96.343
9472,Sakhir,18,HARD,2,95.632
9472,Sakhir,18,HARD,27,96.68
9472,Sakhir,18,HARD,10,96.364
9472,Sakhir,18,HARD,28,96.582
9472,Sakhir,18,HARD,19,96.298
9472,Sakhir,18,HARD,3,96.202
9472,Sakhir,18,HARD,26,96.693
9472,Sakhir,18,HARD,21,96.871
9472,Sakhir,18,HARD,7,96.242
9472,Sakhir,18,HARD,23,96.763
9472,Sakhir,18,HARD,8,96.086
9472,Sakhir,18,HARD,16,96.564
9472,Sakhir,18,SOFT,7,98.857
9472,Sakhir,18,SOFT,5,98.925
9472,Sakhir,18,SOFT,3,98.364
9472,Sakhir,18,SOFT,4,98.725
9472,Sakhir,18,SOFT,1,97.987
9472,Sakhir,18,SOFT,2,98.279
9472,Sakhir,18,SOFT,8,102.112
9472,Sakhir,18,SOFT,6,98.769
9472,Sakhir,20,HARD,23,97.584
9472,Sakhir,20,HARD,5,96.042
9472,Sakhir,20,HARD,6,95.876
9472,Sakhir,20,HARD,22,97.457
9472,Sakhir,20,HARD,21,96.89
9472,Sakhir,20,HARD,20,97.958
9472,Sakhir,20,HARD,19,96.93
9472,Sakhir,20,HARD,18,96.929
9472,Sakhir,20,HARD,17,97.035
9472,Sakhir,20,HARD,16,96.842
9472,Sakhir,20,HARD,15,96.679
9472,Sakhir,20,HARD,14,96.454
9472,Sakhir,20,HARD,13,96.446
9472,Sakhir,20,HARD,12,96.349
9472,Sakhir,20,HARD,11,96.249
9472,Sakhir,20,HARD,10,96.232
9472,Sakhir,20,HARD,9,96.31
9472,Sakhir,20,HARD,1,95.57
9472,Sakhir,20,HARD,8,96.34
9472,Sakhir,20,HARD,2,95.698
9472,Sakhir,20,HARD,3,95.851
9472,Sakhir,20,HARD,7,96.071
9472,Sakhir,20,HARD,4,95.741
9472,Sakhir,20,HARD,1,96.89
9472,Sakhir,20,HARD,2,97.59
9472,Sakhir,20,HARD,3,98.332
9472,Sakhir,20,HARD,4,97.749
9472,Sakhir,20,HARD,5,98.282
9472,Sakhir,20,HARD,6,97.583
9472,Sakhir,20,HARD,7,97.792
9472,Sakhir,20,HARD,8,98.062
9472,Sakhir,20,HARD,9,98.01
9472,Sakhir,20,HARD,10,98.147
9472,Sakhir,20,HARD,11,98.293
9472,Sakhir,20,HARD,12,98.156
9472,Sakhir,20,HARD,13,98.29
9472,Sakhir,20,HARD,14,98.093
9472,Sakhir,20,HARD,15,98.226
9472,Sakhir,20,HARD,16,97.936
9472,Sakhir,20,HARD,17,97.965
9472,Sakhir,20,HARD,18,98.04
9472,Sakhir,20,HARD,19,98.0
9472,Sakhir,20,HARD,20,100.565
9472,Sakhir,20,SOFT,2,98.399
9472,Sakhir,20,SOFT,3,98.497
9472,Sakhir,20,SOFT,4,98.576
9472,Sakhir,20,SOFT,5,98.529
9472,Sakhir,20,SOFT,6,100.058
9472,Sakhir,20,SOFT,7,99.172
9472,Sakhir,20,SOFT,8,98.861
9472,Sakhir,20,SOFT,9,98.747
9472,Sakhir,20,SOFT,10,101.088
9472,Sakhir,20,SOFT,1,98.911
9472,Sakhir,22,SOFT,9,98.912
9472,Sakhir,22,SOFT,2,98.431
9472,Sakhir,22,SOFT,10,98.799
9472,Sakhir,22,SOFT,3,98.31
9472,Sakhir,22,SOFT,4,98.321
9472,Sakhir,22,SOFT,11,98.769
9472,Sakhir,22,SOFT,13,101.138
9472,Sakhir,22,SOFT,12,98.86
9472,Sakhir,22,SOFT,5,98.361
9472,Sakhir,22,SOFT,6,98.364
9472,Sakhir,22,SOFT,7,98.513
9472,Sakhir,22,SOFT,8,98.554
9472,Sakhir,22,SOFT,1,98.689
9472,Sakhir,22,HARD,2,97.482
9472,Sakhir,22,HARD,1,97.516
9472,Sakhir,22,HARD,10,97.851
9472,Sakhir,22,HARD,17,97.847
9472,Sakhir,22,HARD,7,97.837
9472,Sakhir,22,HARD,19,100.835
9472,Sakhir,22,HARD,15,97.477
9472,Sakhir,22,HARD,14,97.777
9472,Sakhir,22,HARD,18,97.498
9472,Sakhir,22,HARD,9,97.634
9472,Sakhir,22,HARD,6,97.777
9472,Sakhir,22,HARD,13,98.164
9472,Sakhir,22,HARD,5,97.766
9472,Sakhir,22,HARD,16,97.468
9472,Sakhir,22,HARD,11,98.058
9472,Sakhir,22,HARD,4,97.396
9472,Sakhir,22,HARD,12,98.083
9472,Sakhir,22,HARD,3,97.359
9472,Sakhir,22,HARD,8,97.671
9472,Sakhir,22,HARD,1,97.706
9472,Sakhir,22,HARD,10,95.964
9472,Sakhir,22,HARD,20,97.269
9472,Sakhir,22,HARD,17,99.042
9472,Sakhir,22,HARD,15,96.827
9472,Sakhir,22,HARD,7,95.981
9472,Sakhir,22,HARD,12,96.396
9472,Sakhir,22,HARD,3,97.046
9472,Sakhir,22,HARD,2,95.833
9472,Sakhir,22,HARD,16,97.067
9472,Sakhir,22,HARD,8,95.956
9472,Sakhir,22,HARD,5,96.263
9472,Sakhir,22,HARD,9,96.144
9472,Sakhir,22,HARD,19,96.672
9472,Sakhir,22,HARD,13,96.554
9472,Sakhir,22,HARD,21,97.473
9472,Sakhir,22,HARD,11,96.187
9472,Sakhir,22,HARD,4,96.125
9472,Sakhir,22,HARD,18,96.838
9472,Sakhir,22,HARD,6,96.179
9472,Sakhir,22,HARD,14,96.695
9472,Sakhir,23,HARD,8,95.758
9472,Sakhir,23,HARD,9,96.008
9472,Sakhir,23,HARD,6,95.766
9472,Sakhir,23,HARD,10,96.026
9472,Sakhir,23,HARD,11,96.135
9472,Sakhir,23,HARD,12,97.102
9472,Sakhir,23,HARD,5,95.799
9472,Sakhir,23,HARD,2,95.856
9472,Sakhir,23,HARD,13,97.616
9472,Sakhir,23,HARD,1,96.129
9472,Sakhir,23,HARD,14,97.493
9472,Sakhir,23,HARD,15,96.218
9472,Sakhir,23,HARD,4,95.885
9472,Sakhir,23,HARD,16,96.308
9472,Sakhir,23,HARD,17,96.334
9472,Sakhir,23,HARD,18,96.593
9472,Sakhir,23,HARD,3,95.723
9472,Sakhir,23,HARD,7,95.783
9472,Sakhir,23,HARD,19,96.922
9472,Sakhir,23,SOFT,9,98.952
9472,Sakhir,23,SOFT,1,98.826
9472,Sakhir,23,SOFT,14,101.171
9472,Sakhir,23,SOFT,13,98.977
9472,Sakhir,23,SOFT,12,98.823
9472,Sakhir,23,SOFT,11,98.934
9472,Sakhir,23,SOFT,10,98.835
9472,Sakhir,23,SOFT,8,98.652
9472,Sakhir,23,SOFT,7,98.66
9472,Sakhir,23,SOFT,6,98.971
9472,Sakhir,23,SOFT,5,98.575
9472,Sakhir,23,SOFT,4,98.509
9472,Sakhir,23,SOFT,3,98.422
9472,Sakhir,23,SOFT,2,98.507
9472,Sakhir,23,HARD,9,98.226
9472,Sakhir,23,HARD,13,97.879
9472,Sakhir,23,HARD,8,98.204
9472,Sakhir,23,HARD,7,97.869
9472,Sakhir,23,HARD,6,98.031
9472,Sakhir,23,HARD,14,97.968
9472,Sakhir,23,HARD,5,97.918
9472,Sakhir,23,HARD,4,97.701
9472,Sakhir,23,HARD,3,97.763
9472,Sakhir,23,HARD,15,98.135
9472,Sakhir,23,HARD,2,97.59
9472,Sakhir,23,HARD,1,97.392
9472,Sakhir,23,HARD,16,98.183
9472,Sakhir,23,HARD,17,98.346
9472,Sakhir,23,HARD,18,97.75
9472,Sakhir,23,HARD,19,97.767
9472,Sakhir,23,HARD,20,100.333
9472,Sakhir,23,HARD,12,98.048
9472,Sakhir,23,HARD,11,98.296
9472,Sakhir,23,HARD,10,98.1
9472,Sakhir,24,HARD,8,97.552
9472,Sakhir,24,HARD,9,97.652
9472,Sakhir,24,HARD,13,97.788
9472,Sakhir,24,HARD,10,97.749
9472,Sakhir,24,HARD,18,100.675
9472,Sakhir,24,HARD,11,97.947
9472,Sakhir,24,HARD,17,98.053
9472,Sakhir,24,HARD,14,97.894
9472,Sakhir,24,HARD,3,97.436
9472,Sakhir,24,HARD,15,97.883
9472,Sakhir,24,HARD,2,96.995
9472,Sakhir,24,HARD,16,97.995
9472,Sakhir,24,HARD,4,97.482
9472,Sakhir,24,HARD,1,96.365
9472,Sakhir,24,HARD,5,97.5
9472,Sakhir,24,HARD,12,97.852
