session_key,date_start,year,circuit_short_name,driver_number,team_name,grid_position,was_rainy,finishing_position,finishing_points,did_not_finish,driver_rolling_avg_points,driver_rolling_dnf_rate,team_rolling_avg_points,driver_circuit_avg_points
9212,2023-10-21 22:00:00,2023,Austin,31,Alpine,8,0,11.0,0,False,2.8,0.4,2.4,0.0
9212,2023-10-21 22:00:00,2023,Austin,31,Alpine,13,0,11.0,0,False,2.4,0.4,3.6,0.0
9212,2023-10-21 22:00:00,2023,Austin,44,Mercedes,3,0,2.0,18,False,7.6,0.4,6.8,18.0
9212,2023-10-21 22:00:00,2023,Austin,44,Mercedes,3,0,2.0,18,False,6.0,0.4,6.8,0.0
9212,2023-10-21 22:00:00,2023,Austin,55,Ferrari,6,0,6.0,8,False,4.8,0.4,8.0,0.0
9212,2023-10-21 22:00:00,2023,Austin,55,Ferrari,4,0,6.0,8,False,4.8,0.4,9.6,8.0
9212,2023-10-21 22:00:00,2023,Austin,63,Mercedes,8,0,8.0,4,False,10.8,0.0,8.4,0.0
9212,2023-10-21 22:00:00,2023,Austin,63,Mercedes,5,0,8.0,4,False,10.4,0.0,8.0,4.0
9212,2023-10-21 22:00:00,2023,Austin,77,Alfa Romeo,18,0,16.0,0,False,2.0,0.2,1.6,0.0
9212,2023-10-21 22:00:00,2023,Austin,77,Alfa Romeo,13,0,16.0,0,False,2.0,0.0,2.0,0.0
9212,2023-10-21 22:00:00,2023,Austin,81,McLaren,5,0,10.0,1,False,20.2,0.0,11.0,0.0
9212,2023-10-21 22:00:00,2023,Austin,81,McLaren,10,0,10.0,1,False,17.4,0.0,18.2,1.0
9213,2023-10-22 19:00:00,2023,Austin,1,Red Bull Racing,1,0,1.0,25,False,25.0,0.0,14.2,25.0
9213,2023-10-22 19:00:00,2023,Austin,1,Red Bull Racing,6,0,1.0,25,False,23.6,0.0,16.8,25.0
9213,2023-10-22 19:00:00,2023,Austin,2,Williams,20,0,10.0,1,False,0.2,0.4,1.0,0.0
9213,2023-10-22 19:00:00,2023,Austin,2,Williams,20,0,10.0,1,False,0.0,0.6,0.8,0.3333333333333333
9213,2023-10-22 19:00:00,2023,Austin,3,AlphaTauri,11,0,15.0,0,False,0.2,0.0,0.8,0.0
9213,2023-10-22 19:00:00,2023,Austin,3,AlphaTauri,15,0,15.0,0,False,0.2,0.0,0.8,0.0
9213,2023-10-22 19:00:00,2023,Austin,4,McLaren,4,0,2.0,18,False,14.4,0.0,6.2,14.0
9213,2023-10-22 19:00:00,2023,Austin,4,McLaren,2,0,2.0,18,False,13.8,0.0,8.2,12.0
9213,2023-10-22 19:00:00,2023,Austin,10,Alpine,10,0,6.0,8,False,2.8,0.0,3.6,6.0
9213,2023-10-22 19:00:00,2023,Austin,10,Alpine,7,0,6.0,8,False,4.0,0.0,4.0,6.666666666666667
9213,2023-10-22 19:00:00,2023,Austin,11,Red Bull Racing,7,0,4.0,12,False,6.8,0.0,19.0,10.0
9213,2023-10-22 19:00:00,2023,Austin,11,Red Bull Racing,9,0,4.0,12,False,4.4,0.2,16.4,10.666666666666666
9213,2023-10-22 19:00:00,2023,Austin,14,Aston Martin,12,0,,0,True,3.2,0.2,0.0,0.0
9213,2023-10-22 19:00:00,2023,Austin,14,Aston Martin,17,0,,0,True,4.0,0.0,0.0,0.0
9213,2023-10-22 19:00:00,2023,Austin,16,Ferrari,1,0,,0,False,10.0,0.0,9.2,15.0
9213,2023-10-22 19:00:00,2023,Austin,16,Ferrari,2,0,,0,False,10.0,0.0,12.2,10.0
9213,2023-10-22 19:00:00,2023,Austin,18,Aston Martin,14,0,7.0,6,False,0.0,0.4,1.2,0.0
9213,2023-10-22 19:00:00,2023,Austin,18,Aston Martin,19,0,7.0,6,False,1.2,0.4,0.0,2.0
9213,2023-10-22 19:00:00,2023,Austin,20,Haas F1 Team,17,0,14.0,0,False,0.0,0.0,0.0,0.0
9213,2023-10-22 19:00:00,2023,Austin,20,Haas F1 Team,14,0,14.0,0,False,0.0,0.0,0.0,0.0
9213,2023-10-22 19:00:00,2023,Austin,22,AlphaTauri,19,0,8.0,4,False,0.0,0.0,0.8,0.0
9213,2023-10-22 19:00:00,2023,Austin,22,AlphaTauri,11,0,8.0,4,False,0.8,0.0,0.0,1.3333333333333333
9213,2023-10-22 19:00:00,2023,Austin,23,Williams,18,0,9.0,2,False,1.2,0.0,0.8,2.0
9213,2023-10-22 19:00:00,2023,Austin,23,Williams,9,0,9.0,2,False,2.0,0.0,1.2,2.0
9213,2023-10-22 19:00:00,2023,Austin,24,Alfa Romeo,12,0,13.0,0,False,0.8,0.0,0.0,0.0
9213,2023-10-22 19:00:00,2023,Austin,24,Alfa Romeo,15,0,13.0,0,False,0.8,0.0,0.0,0.0
9213,2023-10-22 19:00:00,2023,Austin,27,Haas F1 Team,16,0,11.0,0,False,0.0,0.2,0.0,0.0
9213,2023-10-22 19:00:00,2023,Austin,27,Haas F1 Team,16,0,11.0,0,False,0.0,0.0,0.0,0.0
9213,2023-10-22 19:00:00,2023,Austin,31,Alpine,8,0,,0,True,2.4,0.2,4.4,0.0
9213,2023-10-22 19:00:00,2023,Austin,31,Alpine,13,0,,0,True,2.4,0.2,4.4,0.0
9213,2023-10-22 19:00:00,2023,Austin,44,Mercedes,3,0,,0,False,7.2,0.4,8.8,12.0
9213,2023-10-22 19:00:00,2023,Austin,44,Mercedes,3,0,,0,False,9.2,0.4,7.2,18.0
9213,2023-10-22 19:00:00,2023,Austin,55,Ferrari,4,0,3.0,15,False,6.2,0.4,6.2,10.333333333333334
9213,2023-10-22 19:00:00,2023,Austin,55,Ferrari,6,0,3.0,15,False,4.8,0.4,9.2,8.0
9213,2023-10-22 19:00:00,2023,Austin,63,Mercedes,5,0,5.0,10,False,8.4,0.0,6.4,6.0
9213,2023-10-22 19:00:00,2023,Austin,63,Mercedes,8,0,5.0,10,False,8.8,0.0,8.8,4.0
9213,2023-10-22 19:00:00,2023,Austin,77,Alfa Romeo,13,0,12.0,0,False,1.8,0.0,0.0,0.0
9213,2023-10-22 19:00:00,2023,Austin,77,Alfa Romeo,18,0,12.0,0,False,1.6,0.0,0.8,0.0
9213,2023-10-22 19:00:00,2023,Austin,81,McLaren,10,0,,0,True,7.6,0.2,8.6,0.6666666666666666
9213,2023-10-22 19:00:00,2023,Austin,81,McLaren,5,0,,0,True,12.6,0.0,8.8,1.0
9181,2023-10-29 20:00:00,2023,Mexico City,1,Red Bull Racing,3,0,1.0,25,False,25.0,0.0,14.8,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,3,AlphaTauri,4,0,7.0,6,False,0.0,0.0,1.6,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,4,McLaren,19,0,5.0,10,False,15.0,0.0,8.0,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,10,Alpine,11,0,11.0,0,False,5.6,0.0,4.4,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,11,Red Bull Racing,5,0,,0,True,9.0,0.0,19.8,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,14,Aston Martin,13,0,,0,True,1.6,0.4,2.4,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,16,Ferrari,1,0,3.0,15,False,8.0,0.0,8.4,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,18,Aston Martin,18,0,17.0,0,True,2.4,0.4,2.4,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,20,Haas F1 Team,17,0,,0,True,0.0,0.0,0.0,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,22,AlphaTauri,15,0,12.0,0,False,1.6,0.0,2.8,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,23,Williams,14,0,9.0,2,False,1.6,0.0,1.6,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,24,Alfa Romeo,10,0,14.0,0,False,0.4,0.0,0.0,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,27,Haas F1 Team,12,0,13.0,0,False,0.0,0.0,0.0,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,31,Alpine,16,0,10.0,1,False,1.2,0.4,3.2,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,44,Mercedes,6,0,2.0,18,False,7.2,0.2,4.8,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,55,Ferrari,2,0,4.0,12,False,9.2,0.2,7.6,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,63,Mercedes,8,0,6.0,8,False,8.0,0.0,7.6,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,77,Alfa Romeo,9,0,15.0,0,False,0.8,0.0,0.0,0.0
9181,2023-10-29 20:00:00,2023,Mexico City,81,McLaren,7,0,8.0,4,False,4.0,0.4,7.4,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,1,Red Bull Racing,2,1,1.0,25,False,25.0,0.0,18.0,25.0
9204,2023-11-04 18:30:00,2023,Interlagos,1,Red Bull Racing,1,1,1.0,25,False,25.0,0.0,14.8,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,2,Williams,20,1,20.0,0,False,0.4,0.2,0.8,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,2,Williams,19,1,20.0,0,False,0.4,0.2,1.2,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,3,AlphaTauri,8,1,9.0,2,False,1.6,0.0,3.6,2.0
9204,2023-11-04 18:30:00,2023,Interlagos,3,AlphaTauri,17,1,9.0,2,False,1.2,0.0,4.0,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,4,McLaren,1,1,2.0,18,False,15.2,0.0,10.2,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,4,McLaren,7,1,2.0,18,False,14.0,0.0,6.6,18.0
9204,2023-11-04 18:30:00,2023,Interlagos,10,Alpine,13,1,13.0,0,False,4.4,0.0,0.2,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,10,Alpine,13,1,13.0,0,False,5.6,0.0,0.2,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,11,Red Bull Racing,3,1,3.0,15,False,8.8,0.2,18.0,15.0
9204,2023-11-04 18:30:00,2023,Interlagos,11,Red Bull Racing,9,1,3.0,15,False,9.8,0.2,17.4,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,14,Aston Martin,4,1,11.0,0,False,0.0,0.6,1.2,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,14,Aston Martin,15,1,11.0,0,False,0.0,0.6,2.4,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,16,Ferrari,2,1,5.0,10,False,9.0,0.0,9.0,10.0
9204,2023-11-04 18:30:00,2023,Interlagos,16,Ferrari,7,1,5.0,10,False,8.0,0.0,10.0,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,18,Aston Martin,3,1,12.0,0,False,2.4,0.4,0.0,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,18,Aston Martin,17,1,12.0,0,False,2.4,0.6,2.4,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,20,Haas F1 Team,11,1,16.0,0,False,0.0,0.2,0.0,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,20,Haas F1 Team,14,1,16.0,0,False,0.0,0.2,0.0,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,22,AlphaTauri,16,1,6.0,8,False,3.2,0.0,3.6,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,22,AlphaTauri,6,1,6.0,8,False,1.6,0.0,2.0,8.0
9204,2023-11-04 18:30:00,2023,Interlagos,23,Williams,15,1,15.0,0,False,2.0,0.0,1.4,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,23,Williams,19,1,15.0,0,False,1.6,0.0,0.4,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,24,Alfa Romeo,20,1,17.0,0,False,0.0,0.0,0.0,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,24,Alfa Romeo,18,1,17.0,0,False,0.0,0.0,0.0,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,27,Haas F1 Team,11,1,18.0,0,False,0.0,0.0,0.0,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,27,Haas F1 Team,12,1,18.0,0,False,0.0,0.0,0.0,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,31,Alpine,12,1,14.0,0,False,0.2,0.4,0.2,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,31,Alpine,16,1,14.0,0,False,0.2,0.4,1.8,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,44,Mercedes,5,1,7.0,6,False,10.8,0.0,11.2,6.0
9204,2023-11-04 18:30:00,2023,Interlagos,44,Mercedes,5,1,7.0,6,False,8.4,0.0,12.0,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,55,Ferrari,9,1,8.0,4,False,10.8,0.0,9.2,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,55,Ferrari,8,1,8.0,4,False,11.6,0.0,8.4,4.0
9204,2023-11-04 18:30:00,2023,Interlagos,63,Mercedes,6,1,4.0,12,False,8.8,0.0,9.2,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,63,Mercedes,4,1,4.0,12,False,7.2,0.0,9.6,12.0
9204,2023-11-04 18:30:00,2023,Interlagos,77,Alfa Romeo,18,1,19.0,0,False,0.0,0.0,0.0,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,77,Alfa Romeo,14,1,19.0,0,False,0.0,0.0,0.0,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,81,McLaren,10,1,10.0,1,False,1.2,0.4,10.2,0.0
9204,2023-11-04 18:30:00,2023,Interlagos,81,McLaren,10,1,10.0,1,False,1.2,0.4,6.4,1.0
9205,2023-11-05 17:00:00,2023,Interlagos,1,Red Bull Racing,1,1,1.0,25,False,25.0,0.0,17.8,25.0
9205,2023-11-05 17:00:00,2023,Interlagos,1,Red Bull Racing,2,1,1.0,25,False,25.0,0.0,21.0,25.0
9205,2023-11-05 17:00:00,2023,Interlagos,2,Williams,20,1,11.0,0,False,0.2,0.2,0.0,0.0
9205,2023-11-05 17:00:00,2023,Interlagos,2,Williams,19,1,11.0,0,False,0.4,0.2,0.0,0.0
9205,2023-11-05 17:00:00,2023,Interlagos,3,AlphaTauri,17,1,13.0,0,False,2.0,0.0,2.8,1.3333333333333333
9205,2023-11-05 17:00:00,2023,Interlagos,3,AlphaTauri,8,1,13.0,0,False,2.0,0.0,4.0,2.0
9205,2023-11-05 17:00:00,2023,Interlagos,4,McLaren,1,1,2.0,18,False,16.4,0.0,7.4,18.0
9205,2023-11-05 17:00:00,2023,Interlagos,4,McLaren,7,1,2.0,18,False,16.4,0.0,7.4,18.0
9205,2023-11-05 17:00:00,2023,Interlagos,10,Alpine,13,1,7.0,6,False,2.8,0.0,1.6,0.0
9205,2023-11-05 17:00:00,2023,Interlagos,10,Alpine,13,1,7.0,6,False,3.2,0.0,0.2,2.0
9205,2023-11-05 17:00:00,2023,Interlagos,11,Red Bull Racing,9,1,4.0,12,False,10.8,0.2,21.0,14.0
9205,2023-11-05 17:00:00,2023,Interlagos,11,Red Bull Racing,3,1,4.0,12,False,10.8,0.2,18.4,15.0
9205,2023-11-05 17:00:00,2023,Interlagos,14,Aston Martin,4,1,3.0,15,False,0.0,0.6,7.0,5.0
9205,2023-11-05 17:00:00,2023,Interlagos,14,Aston Martin,15,1,3.0,15,False,3.0,0.4,4.0,0.0
9205,2023-11-05 17:00:00,2023,Interlagos,16,Ferrari,7,1,,0,True,7.0,0.0,7.2,6.666666666666667
9205,2023-11-05 17:00:00,2023,Interlagos,16,Ferrari,2,1,,0,True,7.0,0.2,7.2,10.0
9205,2023-11-05 17:00:00,2023,Interlagos,18,Aston Martin,3,1,5.0,10,False,2.4,0.2,0.0,0.0
9205,2023-11-05 17:00:00,2023,Interlagos,18,Aston Martin,17,1,5.0,10,False,3.2,0.2,2.0,3.3333333333333335
9205,2023-11-05 17:00:00,2023,Interlagos,20,Haas F1 Team,11,1,,0,True,0.0,0.2,0.0,0.0
9205,2023-11-05 17:00:00,2023,Interlagos,20,Haas F1 Team,14,1,,0,True,0.0,0.4,0.0,0.0
9205,2023-11-05 17:00:00,2023,Interlagos,22,AlphaTauri,16,1,9.0,2,False,4.4,0.0,4.0,6.0
9205,2023-11-05 17:00:00,2023,Interlagos,22,AlphaTauri,6,1,9.0,2,False,4.8,0.0,2.8,8.0
9205,2023-11-05 17:00:00,2023,Interlagos,23,Williams,15,1,,0,True,1.2,0.0,0.0,0.0
9205,2023-11-05 17:00:00,2023,Interlagos,23,Williams,19,1,,0,True,0.8,0.2,0.0,0.0
9205,2023-11-05 17:00:00,2023,Interlagos,24,Alfa Romeo,20,1,,0,True,0.0,0.0,0.0,0.0
9205,2023-11-05 17:00:00,2023,Interlagos,24,Alfa Romeo,18,1,,0,True,0.0,0.2,0.0,0.0
9205,2023-11-05 17:00:00,2023,Interlagos,27,Haas F1 Team,12,1,12.0,0,False,0.0,0.0,0.0,0.0
9205,2023-11-05 17:00:00,2023,Interlagos,27,Haas F1 Team,11,1,12.0,0,False,0.0,0.0,0.0,0.0
9205,2023-11-05 17:00:00,2023,Interlagos,31,Alpine,12,1,10.0,1,False,0.2,0.4,1.4,0.0
9205,2023-11-05 17:00:00,2023,Interlagos,31,Alpine,16,1,10.0,1,False,0.4,0.2,1.2,0.3333333333333333
9205,2023-11-05 17:00:00,2023,Interlagos,44,Mercedes,5,1,8.0,4,False,6.8,0.0,3.2,6.0
9205,2023-11-05 17:00:00,2023,Interlagos,44,Mercedes,5,1,8.0,4,False,6.0,0.0,4.8,5.333333333333333
9205,2023-11-05 17:00:00,2023,Interlagos,55,Ferrari,8,1,6.0,8,False,10.0,0.0,6.4,4.0
9205,2023-11-05 17:00:00,2023,Interlagos,55,Ferrari,9,1,6.0,8,False,8.6,0.0,8.6,5.333333333333333
9205,2023-11-05 17:00:00,2023,Interlagos,63,Mercedes,4,1,,0,True,10.4,0.0,8.8,12.0
9205,2023-11-05 17:00:00,2023,Interlagos,63,Mercedes,6,1,,0,True,8.4,0.2,7.2,8.0
9205,2023-11-05 17:00:00,2023,Interlagos,77,Alfa Romeo,18,1,,0,True,0.0,0.0,0.0,0.0
9205,2023-11-05 17:00:00,2023,Interlagos,77,Alfa Romeo,14,1,,0,True,0.0,0.2,0.0,0.0
9205,2023-11-05 17:00:00,2023,Interlagos,81,McLaren,10,1,14.0,0,False,1.2,0.2,9.6,1.0
9205,2023-11-05 17:00:00,2023,Interlagos,81,McLaren,10,1,14.0,0,False,1.2,0.4,7.6,0.6666666666666666
9189,2023-11-19 06:00:00,2023,Las Vegas,1,Red Bull Racing,3,0,1.0,25,False,25.0,0.0,17.8,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,2,Williams,7,0,16.0,0,False,0.0,0.2,0.0,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,3,AlphaTauri,15,0,14.0,0,False,2.0,0.0,0.8,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,4,McLaren,16,0,,0,True,16.4,0.0,7.4,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,10,Alpine,5,0,11.0,0,False,2.4,0.0,2.8,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,11,Red Bull Racing,12,0,3.0,15,False,10.8,0.2,19.8,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,14,Aston Martin,10,0,9.0,2,False,6.0,0.2,10.0,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,16,Ferrari,1,0,2.0,18,False,7.0,0.4,4.8,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,18,Aston Martin,14,0,5.0,10,False,4.0,0.2,10.4,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,20,Haas F1 Team,9,0,13.0,0,False,0.0,0.6,0.0,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,22,AlphaTauri,20,0,18.0,0,True,4.0,0.0,2.4,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,23,Williams,6,0,12.0,0,False,0.4,0.4,0.0,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,24,Alfa Romeo,18,0,15.0,0,False,0.0,0.4,0.0,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,27,Haas F1 Team,13,0,19.0,0,True,0.0,0.0,0.0,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,31,Alpine,17,0,4.0,12,False,0.6,0.0,2.8,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,44,Mercedes,11,0,7.0,6,False,7.6,0.0,2.8,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,55,Ferrari,2,0,6.0,8,False,7.2,0.0,5.2,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,63,Mercedes,4,0,8.0,4,False,6.4,0.4,2.8,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,77,Alfa Romeo,8,0,17.0,0,False,0.0,0.4,0.0,0.0
9189,2023-11-19 06:00:00,2023,Las Vegas,81,McLaren,19,0,10.0,1,False,1.2,0.0,7.4,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,1,Red Bull Racing,1,0,1.0,25,False,25.0,0.0,17.8,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,3,AlphaTauri,15,0,11.0,0,False,0.8,0.0,1.2,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,4,McLaren,5,0,5.0,10,False,14.4,0.2,9.0,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,10,Alpine,10,0,13.0,0,False,2.4,0.0,3.8,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,11,Red Bull Racing,9,0,4.0,12,False,13.8,0.0,17.8,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,14,Aston Martin,7,0,7.0,6,False,6.4,0.0,8.6,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,16,Ferrari,2,0,2.0,18,False,7.6,0.4,6.8,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,18,Aston Martin,13,0,10.0,1,False,6.0,0.0,10.4,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,20,Haas F1 Team,17,0,20.0,0,False,0.0,0.4,0.0,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,22,AlphaTauri,6,0,8.0,4,False,4.0,0.2,0.8,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,23,Williams,14,0,14.0,0,False,0.0,0.4,0.0,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,24,Alfa Romeo,19,0,17.0,0,False,0.0,0.4,0.0,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,27,Haas F1 Team,8,0,15.0,0,False,0.0,0.2,0.0,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,31,Alpine,12,0,12.0,0,False,2.8,0.0,4.0,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,44,Mercedes,11,0,9.0,2,False,5.2,0.0,3.6,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,55,Ferrari,16,0,18.0,0,True,6.4,0.0,10.4,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,63,Mercedes,4,0,3.0,15,False,5.6,0.4,4.0,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,77,Alfa Romeo,18,0,19.0,0,False,0.0,0.4,0.0,0.0
9197,2023-11-26 13:00:00,2023,Yas Marina Circuit,81,McLaren,3,0,6.0,8,False,0.6,0.0,7.4,0.0
9472,2024-03-02 15:00:00,2024,Sakhir,1,Red Bull Racing,1,0,1.0,25,False,25.0,0.0,20.4,25.0
9472,2024-03-02 15:00:00,2024,Sakhir,2,Williams,18,0,20.0,0,False,0.0,0.0,0.0,0.0
9472,2024-03-02 15:00:00,2024,Sakhir,3,RB,14,0,13.0,0,False,0.4,0.0,0.0,0.0
9472,2024-03-02 15:00:00,2024,Sakhir,4,McLaren,7,0,6.0,8,False,12.8,0.2,4.6,0.0
9472,2024-03-02 15:00:00,2024,Sakhir,10,Alpine,20,0,18.0,0,False,2.4,0.0,3.6,2.0
9472,2024-03-02 15:00:00,2024,Sakhir,11,Red Bull Racing,5,0,2.0,18,False,13.2,0.0,20.4,18.0
9472,2024-03-02 15:00:00,2024,Sakhir,14,Aston Martin,6,0,9.0,2,False,7.6,0.0,6.8,15.0
9472,2024-03-02 15:00:00,2024,Sakhir,16,Ferrari,2,0,4.0,12,False,9.2,0.4,11.8,0.0
9472,2024-03-02 15:00:00,2024,Sakhir,18,Aston Martin,12,0,10.0,1,False,6.2,0.0,4.2,8.0
9472,2024-03-02 15:00:00,2024,Sakhir,20,Haas F1 Team,15,0,12.0,0,False,0.0,0.4,0.0,0.0
9472,2024-03-02 15:00:00,2024,Sakhir,22,RB,11,0,14.0,0,False,3.2,0.2,0.0,0.0
9472,2024-03-02 15:00:00,2024,Sakhir,23,Williams,13,0,15.0,0,False,0.0,0.4,0.0,1.0
9472,2024-03-02 15:00:00,2024,Sakhir,24,Kick Sauber,17,0,11.0,0,False,0.0,0.4,0.0,0.0
9472,2024-03-02 15:00:00,2024,Sakhir,27,Haas F1 Team,10,0,16.0,0,False,0.0,0.2,0.0,0.0
9472,2024-03-02 15:00:00,2024,Sakhir,31,Alpine,19,0,17.0,0,False,2.8,0.0,2.4,0.0
9472,2024-03-02 15:00:00,2024,Sakhir,44,Mercedes,9,0,7.0,6,False,4.4,0.0,6.2,10.0
9472,2024-03-02 15:00:00,2024,Sakhir,55,Ferrari,4,0,3.0,15,False,5.6,0.2,8.8,12.0
9472,2024-03-02 15:00:00,2024,Sakhir,63,Mercedes,3,0,5.0,10,False,6.2,0.4,6.6,6.0
9472,2024-03-02 15:00:00,2024,Sakhir,77,Kick Sauber,16,0,19.0,0,False,0.0,0.4,0.0,4.0
9472,2024-03-02 15:00:00,2024,Sakhir,81,McLaren,8,0,8.0,4,False,2.0,0.0,7.4,0.0
9480,2024-03-09 17:00:00,2024,Jeddah,1,Red Bull Racing,1,0,1.0,25,False,25.0,0.0,19.6,18.0
9480,2024-03-09 17:00:00,2024,Jeddah,2,Williams,19,0,14.0,0,False,0.0,0.0,0.0,0.0
9480,2024-03-09 17:00:00,2024,Jeddah,3,RB,14,0,16.0,0,False,0.0,0.0,0.0,0.0
9480,2024-03-09 17:00:00,2024,Jeddah,4,McLaren,6,0,8.0,4,False,10.8,0.2,8.4,0.0
9480,2024-03-09 17:00:00,2024,Jeddah,10,Alpine,18,0,,0,True,2.4,0.0,2.4,2.0
9480,2024-03-09 17:00:00,2024,Jeddah,11,Red Bull Racing,3,0,2.0,18,False,13.8,0.0,19.0,25.0
9480,2024-03-09 17:00:00,2024,Jeddah,14,Aston Martin,4,0,5.0,10,False,8.0,0.0,4.0,15.0
9480,2024-03-09 17:00:00,2024,Jeddah,16,Ferrari,2,0,3.0,15,False,9.6,0.4,10.2,6.0
9480,2024-03-09 17:00:00,2024,Jeddah,18,Aston Martin,10,0,,0,True,6.4,0.0,4.0,0.0
9480,2024-03-09 17:00:00,2024,Jeddah,20,Haas F1 Team,13,0,12.0,0,False,0.0,0.4,0.2,1.0
9480,2024-03-09 17:00:00,2024,Jeddah,22,RB,9,0,15.0,0,False,1.6,0.2,0.0,0.0
9480,2024-03-09 17:00:00,2024,Jeddah,23,Williams,12,0,11.0,0,False,0.0,0.4,0.0,0.0
9480,2024-03-09 17:00:00,2024,Jeddah,27,Haas F1 Team,15,0,10.0,1,False,0.0,0.2,0.0,0.0
9480,2024-03-09 17:00:00,2024,Jeddah,31,Alpine,17,0,13.0,0,False,2.8,0.0,0.0,4.0
9480,2024-03-09 17:00:00,2024,Jeddah,38,Ferrari,11,0,7.0,6,False,0.0,0.0,12.6,0.0
